x,y,z
74.00138153,21.87317794,4.1886263
74.11620136,21.87317794,3.0913982
74.23102119,21.87317794,3.0913982
74.34584102,21.87317794,4.527487
74.46066085,21.87317794,6.681919
73.88656169,21.75835811,4.1983986
74.00138153,21.75835811,3.4519126
74.11620136,21.75835811,2.9270973
74.23102119,21.75835811,2.9270973
74.34584102,21.75835811,3.950414
74.46066085,21.75835811,5.9780345
77.44597648,21.75835811,2.3288963
73.88656169,21.64353827,6.3343744
74.00138153,21.64353827,2.7214613
74.11620136,21.64353827,3.6369252
74.23102119,21.64353827,3.6369252
74.34584102,21.64353827,5.373719
74.46066085,21.64353827,2.6082983
74.57548068,21.64353827,2.5558934
76.98669715,21.64353827,2.4893095
77.10151698,21.64353827,2.7004547
77.21633681,21.64353827,2.257778
77.33115665,21.64353827,2.257778
77.44597648,21.64353827,2.6253686
77.56079631,21.64353827,2.3877237
79.16827395,21.64353827,1.7824562
79.28309378,21.64353827,1.7824562
79.39791362,21.64353827,2.54
73.88656169,21.52871844,3.9429283
74.34584102,21.52871844,4.7494097
74.46066085,21.52871844,3.0086331
74.57548068,21.52871844,3.386518
74.69030052,21.52871844,3.4821696
74.80512035,21.52871844,3.4821696
74.91994018,21.52871844,2.6730938
75.03476001,21.52871844,2.4152517
76.87187732,21.52871844,2.2620819
76.98669715,21.52871844,2.3228943
77.10151698,21.52871844,2.2698784
77.21633681,21.52871844,2.257778
77.33115665,21.52871844,2.257778
78.2497153,21.52871844,2.9292173
78.36453513,21.52871844,3.1423867
78.93863429,21.52871844,3.2339501
79.05345412,21.52871844,2.71815
79.16827395,21.52871844,2.71815
79.28309378,21.52871844,3.3264742
79.39791362,21.52871844,2.9806623
79.51273345,21.52871844,3.259831
79.62755328,21.52871844,3.1446788
79.74237311,21.52871844,3.4315019
79.85719294,21.52871844,3.4315019
79.97201277,21.52871844,2.6945894
80.08683261,21.52871844,2.54
80.20165244,21.52871844,2.8079023
80.31647227,21.52871844,2.5818815
74.11620136,21.41389861,3.3903666
74.23102119,21.41389861,3.3903666
74.34584102,21.41389861,3.5224438
74.46066085,21.41389861,6.893429
74.57548068,21.41389861,4.7397895
74.69030052,21.41389861,2.5407228
74.80512035,21.41389861,2.5407228
74.91994018,21.41389861,3.0458517
75.03476001,21.41389861,3.307416
75.14957984,21.41389861,2.4190476
76.75705749,21.41389861,3.2827072
76.87187732,21.41389861,2.4603305
76.98669715,21.41389861,3.2346363
77.10151698,21.41389861,2.4085598
77.21633681,21.41389861,6.5727363
77.33115665,21.41389861,6.5727363
77.44597648,21.41389861,2.9749806
78.02007564,21.41389861,3.6439977
78.13489547,21.41389861,3.1829526
78.2497153,21.41389861,3.1533713
78.36453513,21.41389861,2.7425933
78.47935496,21.41389861,2.2364798
78.59417479,21.41389861,2.2364798
78.70899463,21.41389861,1.7824562
78.82381446,21.41389861,2.6411018
78.93863429,21.41389861,2.54
79.05345412,21.41389861,2.7879639
79.16827395,21.41389861,2.7879639
79.28309378,21.41389861,2.5469122
79.39791362,21.41389861,2.54
79.51273345,21.41389861,3.2652235
79.62755328,21.41389861,2.54
79.74237311,21.41389861,2.953764
79.85719294,21.41389861,2.953764
79.97201277,21.41389861,3.5644279
80.08683261,21.41389861,2.5899096
80.20165244,21.41389861,2.8350022
80.31647227,21.41389861,2.54
74.00138153,21.29907878,3.5940762
74.11620136,21.29907878,4.5727353
74.23102119,21.29907878,4.5727353
74.34584102,21.29907878,2.8435328
74.46066085,21.29907878,2.7841043
74.57548068,21.29907878,3.6076655
74.69030052,21.29907878,3.6223865
74.80512035,21.29907878,3.6223865
74.91994018,21.29907878,2.6902728
75.03476001,21.29907878,2.9677844
75.14957984,21.29907878,2.587041
75.26439967,21.29907878,2.8797517
75.37921951,21.29907878,2.4768176
75.49403934,21.29907878,2.4768176
75.60885917,21.29907878,4.1360607
75.723679,21.29907878,3.976119
75.83849883,21.29907878,3.8167162
75.95331866,21.29907878,2.4291077
76.0681385,21.29907878,2.4291077
76.75705749,21.29907878,2.382677
76.87187732,21.29907878,3.5080729
76.98669715,21.29907878,6.1969504
77.10151698,21.29907878,4.589807
77.21633681,21.29907878,4.413395
77.33115665,21.29907878,4.413395
77.44597648,21.29907878,2.8063254
77.56079631,21.29907878,2.5454254
77.67561614,21.29907878,2.577468
77.79043597,21.29907878,3.0034966
77.9052558,21.29907878,3.0034966
78.02007564,21.29907878,2.8683226
78.13489547,21.29907878,2.5657423
78.2497153,21.29907878,2.8519223
78.36453513,21.29907878,2.5684013
78.47935496,21.29907878,3.0658827
78.59417479,21.29907878,3.0658827
78.70899463,21.29907878,2.027381
78.82381446,21.29907878,2.54
78.93863429,21.29907878,2.5807872
79.05345412,21.29907878,3.2029548
79.16827395,21.29907878,3.2029548
79.28309378,21.29907878,2.915525
79.39791362,21.29907878,2.8930538
79.51273345,21.29907878,3.138927
79.62755328,21.29907878,2.69952
79.74237311,21.29907878,2.9371603
79.85719294,21.29907878,2.9371603
79.97201277,21.29907878,2.2898378
80.08683261,21.29907878,2.2963185
80.20165244,21.29907878,4.4141912
80.31647227,21.29907878,3.0364506
80.4312921,21.29907878,3.0364506
80.54611193,21.29907878,2.54
80.66093176,21.29907878,2.2613375
73.88656169,21.18425895,3.4486527
74.00138153,21.18425895,3.766672
74.11620136,21.18425895,5.243249
74.23102119,21.18425895,5.243249
74.34584102,21.18425895,3.1114504
74.46066085,21.18425895,2.8724017
74.57548068,21.18425895,2.6503944
74.69030052,21.18425895,3.1773925
74.80512035,21.18425895,3.1773925
74.91994018,21.18425895,2.5547843
75.03476001,21.18425895,3.071387
75.14957984,21.18425895,2.5426204
75.26439967,21.18425895,2.9329615
75.37921951,21.18425895,3.1591182
75.49403934,21.18425895,3.1591182
75.60885917,21.18425895,2.839355
75.723679,21.18425895,2.8953009
75.83849883,21.18425895,3.1054804
75.95331866,21.18425895,2.6878555
76.0681385,21.18425895,2.6878555
76.52741782,21.18425895,3.0572958
76.64223766,21.18425895,3.028478
76.75705749,21.18425895,3.028478
76.87187732,21.18425895,3.2471013
76.98669715,21.18425895,2.5442119
77.10151698,21.18425895,3.2182531
77.21633681,21.18425895,2.54
77.33115665,21.18425895,2.54
77.44597648,21.18425895,3.156289
77.56079631,21.18425895,3.0985665
77.67561614,21.18425895,3.6118453
77.79043597,21.18425895,3.3859658
77.9052558,21.18425895,3.3859658
78.02007564,21.18425895,3.1409097
78.13489547,21.18425895,2.8243413
78.2497153,21.18425895,2.7096353
78.36453513,21.18425895,3.4344168
78.47935496,21.18425895,3.5148401
78.59417479,21.18425895,3.5148401
78.70899463,21.18425895,1.9331157
78.82381446,21.18425895,3.1066449
78.93863429,21.18425895,2.7390082
79.05345412,21.18425895,3.4497576
79.16827395,21.18425895,3.4497576
79.28309378,21.18425895,2.9723973
79.39791362,21.18425895,3.198464
79.51273345,21.18425895,2.6617947
79.62755328,21.18425895,3.2420492
79.74237311,21.18425895,2.549624
79.85719294,21.18425895,2.549624
79.97201277,21.18425895,2.54
80.08683261,21.18425895,2.7112155
80.20165244,21.18425895,2.5262928
80.31647227,21.18425895,3.07927
80.4312921,21.18425895,3.07927
73.88656169,21.06943912,2.8160715
74.00138153,21.06943912,5.814518
74.11620136,21.06943912,4.856572
74.23102119,21.06943912,4.856572
74.34584102,21.06943912,4.6272707
74.46066085,21.06943912,3.7189069
74.57548068,21.06943912,2.947341
74.69030052,21.06943912,2.9686131
74.80512035,21.06943912,2.9686131
74.91994018,21.06943912,3.0363646
75.03476001,21.06943912,2.6613646
75.14957984,21.06943912,3.0134587
75.26439967,21.06943912,3.0245175
75.37921951,21.06943912,2.8904178
75.49403934,21.06943912,2.8904178
75.60885917,21.06943912,2.5434842
75.723679,21.06943912,3.2417269
75.83849883,21.06943912,3.017607
75.95331866,21.06943912,3.0724144
76.0681385,21.06943912,3.0724144
76.18295833,21.06943912,3.2064528
76.29777816,21.06943912,3.9387543
76.41259799,21.06943912,2.7501168
76.52741782,21.06943912,3.0010796
76.64223766,21.06943912,2.8800101
76.75705749,21.06943912,2.8800101
76.87187732,21.06943912,3.6114063
76.98669715,21.06943912,4.086882
77.10151698,21.06943912,2.5953355
77.21633681,21.06943912,2.7014234
77.33115665,21.06943912,2.7014234
77.44597648,21.06943912,2.8262513
77.56079631,21.06943912,3.7102265
77.67561614,21.06943912,2.8257833
77.79043597,21.06943912,3.4558043
77.9052558,21.06943912,3.4558043
78.02007564,21.06943912,2.7763367
78.13489547,21.06943912,3.0612445
78.2497153,21.06943912,2.592803
78.36453513,21.06943912,2.4439402
78.47935496,21.06943912,3.5228357
78.59417479,21.06943912,3.5228357
78.70899463,21.06943912,1.794359
78.82381446,21.06943912,3.5558288
78.93863429,21.06943912,2.9627466
79.05345412,21.06943912,3.20813
79.16827395,21.06943912,3.20813
79.28309378,21.06943912,4.112833
79.39791362,21.06943912,3.8129
79.51273345,21.06943912,2.9320455
79.62755328,21.06943912,2.8938537
79.74237311,21.06943912,2.54
79.85719294,21.06943912,2.54
79.97201277,21.06943912,2.6290529
80.08683261,21.06943912,3.0385041
80.20165244,21.06943912,1.7824562
80.31647227,21.06943912,2.6604652
80.4312921,21.06943912,2.6604652
74.00138153,20.95461928,3.6198611
74.11620136,20.95461928,3.1415758
74.23102119,20.95461928,3.1415758
74.34584102,20.95461928,2.3090909
74.46066085,20.95461928,2.6464825
74.57548068,20.95461928,3.4577136
74.69030052,20.95461928,2.70407
74.80512035,20.95461928,2.70407
74.91994018,20.95461928,3.0414238
75.03476001,20.95461928,3.0151944
75.14957984,20.95461928,2.6007142
75.26439967,20.95461928,3.1901202
75.37921951,20.95461928,2.6596918
75.49403934,20.95461928,2.6596918
75.60885917,20.95461928,2.7308512
75.723679,20.95461928,2.54
75.83849883,20.95461928,3.0263686
75.95331866,20.95461928,2.695007
76.0681385,20.95461928,2.695007
76.18295833,20.95461928,3.724321
76.29777816,20.95461928,4.0355186
76.41259799,20.95461928,3.3593545
76.52741782,20.95461928,3.3447084
76.64223766,20.95461928,2.932713
76.75705749,20.95461928,2.932713
76.87187732,20.95461928,3.1718206
76.98669715,20.95461928,2.9186082
77.10151698,20.95461928,2.5978055
77.21633681,20.95461928,2.9909377
77.33115665,20.95461928,2.9909377
77.44597648,20.95461928,3.587257
77.56079631,20.95461928,5.1142025
77.67561614,20.95461928,2.7958052
77.79043597,20.95461928,4.319048
77.9052558,20.95461928,4.319048
78.02007564,20.95461928,2.795136
78.13489547,20.95461928,2.545625
78.2497153,20.95461928,3.6110692
78.36453513,20.95461928,2.9780805
78.47935496,20.95461928,1.8726301
78.59417479,20.95461928,1.8726301
78.70899463,20.95461928,2.0261915
78.82381446,20.95461928,3.3678336
78.93863429,20.95461928,2.5478234
79.05345412,20.95461928,3.1420512
79.16827395,20.95461928,3.1420512
79.28309378,20.95461928,2.9893136
79.39791362,20.95461928,2.6382155
79.51273345,20.95461928,3.880355
79.62755328,20.95461928,3.2627194
79.74237311,20.95461928,2.961757
79.85719294,20.95461928,2.961757
79.97201277,20.95461928,3.039216
80.08683261,20.95461928,2.638555
80.20165244,20.95461928,1.7824562
80.31647227,20.95461928,2.6377547
80.4312921,20.95461928,2.6377547
74.00138153,20.83979945,6.3094554
74.11620136,20.83979945,4.4407988
74.23102119,20.83979945,4.4407988
74.34584102,20.83979945,7.1185613
74.46066085,20.83979945,3.8618371
74.57548068,20.83979945,2.9657626
74.69030052,20.83979945,3.3743896
74.80512035,20.83979945,3.3743896
74.91994018,20.83979945,2.8867397
75.03476001,20.83979945,2.54
75.14957984,20.83979945,2.7204237
75.26439967,20.83979945,2.9758172
75.37921951,20.83979945,2.5654511
75.49403934,20.83979945,2.5654511
75.60885917,20.83979945,3.0346634
75.723679,20.83979945,2.8289204
75.83849883,20.83979945,2.831355
75.95331866,20.83979945,2.886557
76.0681385,20.83979945,2.886557
76.18295833,20.83979945,2.9787548
76.29777816,20.83979945,3.413566
76.41259799,20.83979945,2.7395597
76.52741782,20.83979945,3.2391474
76.64223766,20.83979945,2.7216017
76.75705749,20.83979945,2.7216017
76.87187732,20.83979945,3.6313522
76.98669715,20.83979945,2.802858
77.10151698,20.83979945,2.8723059
77.21633681,20.83979945,3.0859594
77.33115665,20.83979945,3.0859594
77.44597648,20.83979945,2.8757472
77.56079631,20.83979945,2.8689637
77.67561614,20.83979945,4.888299
77.79043597,20.83979945,2.824771
77.9052558,20.83979945,2.824771
78.02007564,20.83979945,2.7272768
78.13489547,20.83979945,2.6926308
78.2497153,20.83979945,2.54
78.36453513,20.83979945,2.9667072
78.47935496,20.83979945,2.1479144
78.59417479,20.83979945,2.1479144
78.70899463,20.83979945,2.3696434
78.82381446,20.83979945,3.3516567
78.93863429,20.83979945,2.6237047
79.05345412,20.83979945,2.8624768
79.16827395,20.83979945,2.8624768
79.28309378,20.83979945,2.6528988
79.39791362,20.83979945,1.7882085
79.51273345,20.83979945,3.826169
79.62755328,20.83979945,2.54
79.74237311,20.83979945,3.176237
79.85719294,20.83979945,3.176237
79.97201277,20.83979945,4.4939575
80.08683261,20.83979945,2.6589282
80.20165244,20.83979945,1.8580233
80.31647227,20.83979945,2.280357
80.4312921,20.83979945,2.280357
80.54611193,20.83979945,2.5350938
73.88656169,20.72497962,5.1779995
74.00138153,20.72497962,6.4631996
74.11620136,20.72497962,4.137767
74.23102119,20.72497962,4.137767
74.34584102,20.72497962,4.0527887
74.46066085,20.72497962,6.3233323
74.57548068,20.72497962,2.7539158
74.69030052,20.72497962,2.6869764
74.80512035,20.72497962,2.6869764
74.91994018,20.72497962,2.99092
75.03476001,20.72497962,2.809025
75.14957984,20.72497962,2.9832249
75.26439967,20.72497962,2.7155373
75.37921951,20.72497962,3.1010518
75.49403934,20.72497962,3.1010518
75.60885917,20.72497962,2.8190567
75.723679,20.72497962,4.634984
75.83849883,20.72497962,2.7046685
75.95331866,20.72497962,2.6348295
76.0681385,20.72497962,2.6348295
76.18295833,20.72497962,2.8830514
76.29777816,20.72497962,3.3285642
76.41259799,20.72497962,3.1257076
76.52741782,20.72497962,3.8534908
76.64223766,20.72497962,4.6939464
76.75705749,20.72497962,4.6939464
76.87187732,20.72497962,4.386403
76.98669715,20.72497962,4.0452824
77.10151698,20.72497962,3.1393495
77.21633681,20.72497962,2.6226633
77.33115665,20.72497962,2.6226633
77.44597648,20.72497962,3.0606306
77.56079631,20.72497962,2.8762784
77.67561614,20.72497962,2.5924082
77.79043597,20.72497962,3.286612
77.9052558,20.72497962,3.286612
78.02007564,20.72497962,2.9569907
78.13489547,20.72497962,3.110546
78.2497153,20.72497962,5.5393925
78.36453513,20.72497962,3.0471325
78.47935496,20.72497962,3.9969904
78.59417479,20.72497962,3.9969904
78.70899463,20.72497962,3.1487908
78.82381446,20.72497962,2.8472428
78.93863429,20.72497962,3.049576
79.05345412,20.72497962,2.6663861
79.16827395,20.72497962,2.6663861
79.28309378,20.72497962,2.7900233
79.39791362,20.72497962,1.8253784
79.51273345,20.72497962,1.7972182
79.62755328,20.72497962,2.975493
79.74237311,20.72497962,2.598467
79.85719294,20.72497962,2.598467
79.97201277,20.72497962,2.54
80.08683261,20.72497962,2.5593102
80.20165244,20.72497962,1.7969356
80.31647227,20.72497962,1.8389635
80.4312921,20.72497962,1.8389635
80.54611193,20.72497962,2.818429
73.42728237,20.61015979,2.7170162
73.5421022,20.61015979,2.7170162
73.88656169,20.61015979,6.4685736
74.00138153,20.61015979,4.56544
74.11620136,20.61015979,3.2044058
74.23102119,20.61015979,3.2044058
74.34584102,20.61015979,2.7789936
74.46066085,20.61015979,2.877574
74.57548068,20.61015979,3.1001365
74.69030052,20.61015979,2.8445158
74.80512035,20.61015979,2.8445158
74.91994018,20.61015979,2.54
75.03476001,20.61015979,3.0934734
75.14957984,20.61015979,2.7134223
75.26439967,20.61015979,2.3498826
75.37921951,20.61015979,3.3034325
75.49403934,20.61015979,3.3034325
75.60885917,20.61015979,2.9675107
75.723679,20.61015979,3.005789
75.83849883,20.61015979,3.842679
75.95331866,20.61015979,4.3487034
76.0681385,20.61015979,4.3487034
76.18295833,20.61015979,3.100504
76.29777816,20.61015979,3.2801685
76.41259799,20.61015979,3.2051682
76.52741782,20.61015979,3.0401993
76.64223766,20.61015979,3.0374358
76.75705749,20.61015979,3.0374358
76.87187732,20.61015979,3.4182959
76.98669715,20.61015979,2.6556518
77.10151698,20.61015979,2.793283
77.21633681,20.61015979,2.7756474
77.33115665,20.61015979,2.7756474
77.44597648,20.61015979,4.4006696
77.56079631,20.61015979,4.1405573
77.67561614,20.61015979,3.3980207
77.79043597,20.61015979,4.639997
77.9052558,20.61015979,4.639997
78.02007564,20.61015979,3.8373613
78.13489547,20.61015979,3.4547944
78.2497153,20.61015979,2.955777
78.36453513,20.61015979,2.5518749
78.47935496,20.61015979,5.64002
78.59417479,20.61015979,5.64002
78.70899463,20.61015979,5.1718574
78.82381446,20.61015979,5.7281303
78.93863429,20.61015979,3.6688738
79.05345412,20.61015979,2.6958256
79.16827395,20.61015979,2.6958256
79.28309378,20.61015979,2.4763536
79.39791362,20.61015979,2.1512065
79.51273345,20.61015979,2.016079
79.62755328,20.61015979,3.045992
79.74237311,20.61015979,3.3913789
79.85719294,20.61015979,3.3913789
79.97201277,20.61015979,3.207015
80.08683261,20.61015979,2.54
80.20165244,20.61015979,1.9753995
80.31647227,20.61015979,2.01621
80.4312921,20.61015979,2.01621
73.5421022,20.49533996,3.1241908
73.65692203,20.49533996,5.554466
73.77174186,20.49533996,5.4616246
73.88656169,20.49533996,3.5228379
74.00138153,20.49533996,3.1718097
74.11620136,20.49533996,3.2008052
74.23102119,20.49533996,3.2008052
74.34584102,20.49533996,2.5645351
74.46066085,20.49533996,3.6584191
74.57548068,20.49533996,2.5842419
74.69030052,20.49533996,2.710823
74.80512035,20.49533996,2.710823
74.91994018,20.49533996,3.0648022
75.03476001,20.49533996,3.16784
75.14957984,20.49533996,2.5469174
75.26439967,20.49533996,3.1921287
75.37921951,20.49533996,3.260567
75.49403934,20.49533996,3.260567
75.60885917,20.49533996,5.9549723
75.723679,20.49533996,3.4608603
75.83849883,20.49533996,4.378604
75.95331866,20.49533996,5.0604467
76.0681385,20.49533996,5.0604467
76.18295833,20.49533996,4.4539437
76.29777816,20.49533996,3.47405
76.41259799,20.49533996,3.4548726
76.52741782,20.49533996,3.7662663
76.64223766,20.49533996,2.5685797
76.75705749,20.49533996,2.5685797
76.87187732,20.49533996,3.3817468
76.98669715,20.49533996,4.543986
77.10151698,20.49533996,3.5047464
77.21633681,20.49533996,2.5629606
77.33115665,20.49533996,2.5629606
77.44597648,20.49533996,3.2902203
77.56079631,20.49533996,3.1886506
77.67561614,20.49533996,3.7107658
77.79043597,20.49533996,3.1443038
77.9052558,20.49533996,3.1443038
78.02007564,20.49533996,4.6406355
78.13489547,20.49533996,3.465948
78.2497153,20.49533996,3.3579192
78.36453513,20.49533996,2.54
78.47935496,20.49533996,2.54
78.59417479,20.49533996,2.54
78.70899463,20.49533996,2.8332582
78.82381446,20.49533996,2.54
78.93863429,20.49533996,3.666257
79.05345412,20.49533996,3.4329643
79.16827395,20.49533996,3.4329643
79.28309378,20.49533996,2.8293018
79.39791362,20.49533996,2.1876984
79.51273345,20.49533996,1.8381044
79.62755328,20.49533996,2.7242393
79.74237311,20.49533996,2.6575494
79.85719294,20.49533996,2.6575494
79.97201277,20.49533996,3.7200205
80.08683261,20.49533996,2.5653484
80.20165244,20.49533996,1.9694402
80.31647227,20.49533996,1.7886677
80.4312921,20.49533996,1.7886677
80.54611193,20.49533996,2.0423234
73.42728237,20.38052013,3.742609
73.5421022,20.38052013,3.742609
73.65692203,20.38052013,3.3430672
73.77174186,20.38052013,6.3359375
73.88656169,20.38052013,4.041285
74.00138153,20.38052013,4.458826
74.11620136,20.38052013,4.407901
74.23102119,20.38052013,4.407901
74.34584102,20.38052013,2.704961
74.46066085,20.38052013,2.873921
74.57548068,20.38052013,3.7488558
74.69030052,20.38052013,2.8122334
74.80512035,20.38052013,2.8122334
74.91994018,20.38052013,3.2652636
75.03476001,20.38052013,2.967031
75.14957984,20.38052013,3.089634
75.26439967,20.38052013,2.9844944
75.37921951,20.38052013,4.164633
75.49403934,20.38052013,4.164633
75.60885917,20.38052013,4.3595543
75.723679,20.38052013,4.1042566
75.83849883,20.38052013,5.0372353
75.95331866,20.38052013,4.1889515
76.0681385,20.38052013,4.1889515
76.18295833,20.38052013,2.7028928
76.29777816,20.38052013,4.1279106
76.41259799,20.38052013,3.9005551
76.52741782,20.38052013,3.919893
76.64223766,20.38052013,2.8953083
76.75705749,20.38052013,2.8953083
76.87187732,20.38052013,3.112532
76.98669715,20.38052013,2.5864425
77.10151698,20.38052013,3.163683
77.21633681,20.38052013,3.1835074
77.33115665,20.38052013,3.1835074
77.44597648,20.38052013,3.361024
77.56079631,20.38052013,3.9714756
77.67561614,20.38052013,3.0314355
77.79043597,20.38052013,4.3267183
77.9052558,20.38052013,4.3267183
78.02007564,20.38052013,3.530216
78.13489547,20.38052013,4.4304647
78.2497153,20.38052013,3.2976465
78.36453513,20.38052013,4.166853
78.47935496,20.38052013,2.9802885
78.59417479,20.38052013,2.9802885
78.70899463,20.38052013,3.0866618
78.82381446,20.38052013,3.6899595
78.93863429,20.38052013,4.3993855
79.05345412,20.38052013,3.8473034
79.16827395,20.38052013,3.8473034
79.28309378,20.38052013,2.1362777
79.39791362,20.38052013,2.6020265
79.51273345,20.38052013,2.2453585
79.62755328,20.38052013,2.664143
79.74237311,20.38052013,2.54
79.85719294,20.38052013,2.54
79.97201277,20.38052013,2.8685005
80.08683261,20.38052013,2.9094706
80.20165244,20.38052013,2.1020405
80.31647227,20.38052013,1.8287055
80.4312921,20.38052013,1.8287055
80.54611193,20.38052013,1.9984772
73.42728237,20.26570029,3.4224982
73.5421022,20.26570029,3.4224982
73.65692203,20.26570029,5.2278147
73.77174186,20.26570029,2.8017945
73.88656169,20.26570029,4.625206
74.00138153,20.26570029,2.8803425
74.11620136,20.26570029,5.138156
74.23102119,20.26570029,5.138156
74.34584102,20.26570029,5.8073792
74.46066085,20.26570029,4.0820293
74.57548068,20.26570029,2.5758343
74.69030052,20.26570029,4.002129
74.80512035,20.26570029,4.002129
74.91994018,20.26570029,3.1618328
75.03476001,20.26570029,3.0220494
75.14957984,20.26570029,3.544301
75.26439967,20.26570029,6.7399206
75.37921951,20.26570029,5.362687
75.49403934,20.26570029,5.362687
75.60885917,20.26570029,4.981634
75.723679,20.26570029,3.5603256
75.83849883,20.26570029,4.7893567
75.95331866,20.26570029,3.717002
76.0681385,20.26570029,3.717002
76.18295833,20.26570029,4.976406
76.29777816,20.26570029,5.3943996
76.41259799,20.26570029,4.9553404
76.52741782,20.26570029,5.5600443
76.64223766,20.26570029,4.63178
76.75705749,20.26570029,4.63178
76.87187732,20.26570029,2.73278
76.98669715,20.26570029,3.0109491
77.10151698,20.26570029,3.990542
77.21633681,20.26570029,3.3368964
77.33115665,20.26570029,3.3368964
77.44597648,20.26570029,2.6646843
77.56079631,20.26570029,5.0930433
77.67561614,20.26570029,2.719132
77.79043597,20.26570029,2.936006
77.9052558,20.26570029,2.936006
78.02007564,20.26570029,3.0434535
78.13489547,20.26570029,3.2138162
78.2497153,20.26570029,2.591061
