title,link
Use of drones in crop management,{'https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS91c2Utb2YtZHJvbmVzLWluLWNyb3AtbWFuYWdlbWVudC9hcnRpY2xlNjU4MTg4NTEuZWNl0gFqaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL3VzZS1vZi1kcm9uZXMtaW4tY3JvcC1tYW5hZ2VtZW50L2FydGljbGU2NTgxODg1MS5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Helping ryots endure climate change in Telangana,{'https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL3N0YXRlcy90ZWxhbmdhbmEvMjAyMi9vY3QvMDkvaGVscGluZy1yeW90cy1lbmR1cmUtY2xpbWF0ZS1jaGFuZ2UtaW4tdGVsYW5nYW5hLTI1MDYyMzkuaHRtbNIBemh0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL3N0YXRlcy90ZWxhbmdhbmEvMjAyMi9vY3QvMDkvaGVscGluZy1yeW90cy1lbmR1cmUtY2xpbWF0ZS1jaGFuZ2UtaW4tdGVsYW5nYW5hLTI1MDYyMzkuYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Canal works for Palamuru Rangareddy LIS to begin soon: CM KCR,{'https://news.google.com/articles/CBMiV2h0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2NhbmFsLXdvcmtzLWZvci1wYWxhbXVydS1yYW5nYXJlZGR5LWxpcy10by1iZWdpbi1zb29uLWNtLWtjctIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
FAIR Forward organization partners with the Telangana government to enhance the use of ML for Earth observation,{'https://news.google.com/articles/CBMiiwFodHRwczovL2luZGlhYWkuZ292LmluL25ld3MvZmFpci1mb3J3YXJkLW9yZ2FuaXphdGlvbi1wYXJ0bmVycy13aXRoLXRoZS10ZWxhbmdhbmEtZ292ZXJubWVudC10by1lbmhhbmNlLXRoZS11c2Utb2YtbWwtZm9yLWVhcnRoLW9ic2VydmF0aW9u0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Agriculture, allied sector grew by 14.3 per cent in Telangana",{'https://news.google.com/articles/CBMiV2h0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2FncmljdWx0dXJlLWFsbGllZC1zZWN0b3ItZ3Jldy1ieS0xNC0zLXBlci1jZW50LWluLXRlbGFuZ2FuYdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana CM KCR conducts high-level review after unhappiness over regressive farm policies by Centre,{'https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vaW5kaWEvc3RvcnkvdGVsYW5nYW5hY20ta2NyLXVuaGFwcGluZXNzLXJlZ3Jlc3NpdmUtZmFybS1wb2xpY2llcy1jZW50cmUtMTkzOTYxNy0yMDIyLTA0LTIw0gF4aHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvaW5kaWEvc3RvcnkvdGVsYW5nYW5hY20ta2NyLXVuaGFwcGluZXNzLXJlZ3Jlc3NpdmUtZmFybS1wb2xpY2llcy1jZW50cmUtMTkzOTYxNy0yMDIyLTA0LTIw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Rains impact cotton farming, push up paddy cultivation",{'https://news.google.com/articles/CBMiemh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS9yYWlucy1pbXBhY3QtY290dG9uLWZhcm1pbmctcHVzaC11cC1wYWRkeS1jdWx0aXZhdGlvbi9hcnRpY2xlNjU4NDQ1MzcuZWNl0gF_aHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL3JhaW5zLWltcGFjdC1jb3R0b24tZmFybWluZy1wdXNoLXVwLXBhZGR5LWN1bHRpdmF0aW9uL2FydGljbGU2NTg0NDUzNy5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana to ask Centre to lift entire crop of pulses at MSP,{'https://news.google.com/articles/CBMihgFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvc2VwLzI4L3RlbGFuZ2FuYXRvLWFzay1jZW50cmUtdG8tbGlmdC1lbnRpcmUtY3JvcC1vZi1wdWxzZXMtYXQtbXNwLTI1MDI3MDEuaHRtbNIBhQFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvc2VwLzI4L3RlbGFuZ2FuYXRvLWFzay1jZW50cmUtdG8tbGlmdC1lbnRpcmUtY3JvcC1vZi1wdWxzZXMtYXQtbXNwLTI1MDI3MDEuYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Red sanders growers in Telangana feel the blues,{'https://news.google.com/articles/CBMif2h0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS9uby1lbmQtdG8td29lcy1vZi1wcml2YXRlLXJlZC1zYW5kZXJzLWdyb3dlcnMtaW4tdGVsYW5nYW5hL2FydGljbGU2NTk2MzEwOC5lY2XSAYQBaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL25vLWVuZC10by13b2VzLW9mLXByaXZhdGUtcmVkLXNhbmRlcnMtZ3Jvd2Vycy1pbi10ZWxhbmdhbmEvYXJ0aWNsZTY1OTYzMTA4LmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen'}
TSSP denies its personnel doing agriculture work,{'https://news.google.com/articles/CBMiS2h0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL3Rzc3AtZGVuaWVzLWl0cy1wZXJzb25uZWwtZG9pbmctYWdyaWN1bHR1cmUtd29ya9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Crop cultivation should be driven by market demand: Niranjan Reddy,{'https://news.google.com/articles/CBMiXGh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2Nyb3AtY3VsdGl2YXRpb24tc2hvdWxkLWJlLWRyaXZlbi1ieS1tYXJrZXQtZGVtYW5kLW5pcmFuamFuLXJlZGR50gEA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Andhra students dominate Telangana EAMCET,{'https://news.google.com/articles/CBMinwFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9uYXRpb25hbC90ZWxhbmdhbmEvYW5kaHJhLXN0dWRlbnRzLWRvbWluYXRlLXRlbGFuZ2FuYS1lYW1jZXQtYnV0LWh5ZGVyYWJhZC1ib3ktdG9wcy1lbmdpbmVlcmluZy9hcnRpY2xlNjU3NjEyMzQuZWNlP2hvbWVwYWdlPXRydWXSAZYBaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL2FuZGhyYS1zdHVkZW50cy1kb21pbmF0ZS10ZWxhbmdhbmEtZWFtY2V0LWJ1dC1oeWRlcmFiYWQtYm95LXRvcHMtZW5naW5lZXJpbmcvYXJ0aWNsZTY1NzYxMjM0LmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Farmer suicides fewer in Telangana: Union Agriculture Minister Narendra Singh Tomar,{'https://news.google.com/articles/CBMinQFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvYXByLzA2L2Zhcm1lci1zdWljaWRlcy1mZXdlci1pbi10ZWxhbmdhbmEtdW5pb24tYWdyaWN1bHR1cmUtbWluaXN0ZXItbmFyZW5kcmEtc2luZ2gtdG9tYXItMjQzODUyNC5odG1s0gGcAWh0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL3N0YXRlcy90ZWxhbmdhbmEvMjAyMi9hcHIvMDYvZmFybWVyLXN1aWNpZGVzLWZld2VyLWluLXRlbGFuZ2FuYS11bmlvbi1hZ3JpY3VsdHVyZS1taW5pc3Rlci1uYXJlbmRyYS1zaW5naC10b21hci0yNDM4NTI0LmFtcA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Has low paddy acreage caused Centre's U-turn on Telangana parboiled rice procurement,{'https://news.google.com/articles/CBMiigFodHRwczovL3d3dy5kb3dudG9lYXJ0aC5vcmcuaW4vbmV3cy9hZ3JpY3VsdHVyZS9oYXMtbG93LXBhZGR5LWFjcmVhZ2UtY2F1c2VkLWNlbnRyZS1zLXUtdHVybi1vbi10ZWxhbmdhbmEtcGFyYm9pbGVkLXJpY2UtcHJvY3VyZW1lbnQtODQzMjXSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Opinion: Raising agriculture, food exports",{'https://news.google.com/articles/CBMiQ2h0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL29waW5pb24tcmFpc2luZy1hZ3JpY3VsdHVyZS1mb29kLWV4cG9ydHPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Opinion: Making the farm vision work,{'https://news.google.com/articles/CBMiPmh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL29waW5pb24tbWFraW5nLXRoZS1mYXJtLXZpc2lvbi13b3Jr0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"KTR flays Centre's conspiracy to privatise agriculture, power sectors",{'https://news.google.com/articles/CBMiXmh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2t0ci1mbGF5cy1jZW50cmVzLWNvbnNwaXJhY3ktdG8tcHJpdmF0aXNlLWFncmljdWx0dXJlLXBvd2VyLXNlY3RvcnPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"KTR tele-talks to Munugode ryots, urges them to make wise choice",{'https://news.google.com/articles/CBMihAFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9uYXRpb25hbC90ZWxhbmdhbmEva3RyLXRlbGUtdGFsa3MtdG8tbXVudWdvZGUtcnlvdHMtdXJnZXMtdGhlbS10by1tYWtlLXdpc2UtY2hvaWNlL2FydGljbGU2NjAyNzcyNi5lY2XSAYkBaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL2t0ci10ZWxlLXRhbGtzLXRvLW11bnVnb2RlLXJ5b3RzLXVyZ2VzLXRoZW0tdG8tbWFrZS13aXNlLWNob2ljZS9hcnRpY2xlNjYwMjc3MjYuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Agricultural university suspends 20 students for ragging juniors,{'https://news.google.com/articles/CBMihQFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9uYXRpb25hbC90ZWxhbmdhbmEvYWdyaWN1bHR1cmFsLXVuaXZlcnNpdHktc3VzcGVuZHMtMjAtc3R1ZGVudHMtZm9yLXJhZ2dpbmctanVuaW9ycy9hcnRpY2xlNjU2OTg3MDQuZWNl0gGKAWh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS9hZ3JpY3VsdHVyYWwtdW5pdmVyc2l0eS1zdXNwZW5kcy0yMC1zdHVkZW50cy1mb3ItcmFnZ2luZy1qdW5pb3JzL2FydGljbGU2NTY5ODcwNC5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Nalgonda: AEOs narrate transformation of agriculture before and after 2014,{'https://news.google.com/articles/CBMiZGh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL25hbGdvbmRhLWFlb3MtbmFycmF0ZS10cmFuc2Zvcm1hdGlvbi1vZi1hZ3JpY3VsdHVyZS1iZWZvcmUtYW5kLWFmdGVyLTIwMTTSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana government prods farmers to grow cotton this Kharif for greater profits,{'https://news.google.com/articles/CBMilgFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvbWF5LzIzL3RlbGFuZ2FuYS1nb3Z0LXByb2RzLWZhcm1lcnMtdG8tZ3Jvdy1jb3R0b24tdGhpcy1raGFyaWYtZm9yLWdyZWF0ZXItcHJvZml0cy0yNDU2ODMwLmh0bWzSAZUBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vc3RhdGVzL3RlbGFuZ2FuYS8yMDIyL21heS8yMy90ZWxhbmdhbmEtZ292dC1wcm9kcy1mYXJtZXJzLXRvLWdyb3ctY290dG9uLXRoaXMta2hhcmlmLWZvci1ncmVhdGVyLXByb2ZpdHMtMjQ1NjgzMC5hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana State budget highlights,{'https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS90ZWxhbmdhbmEtc3RhdGUtYnVkZ2V0LWhpZ2hsaWdodHMvYXJ0aWNsZTY1MjAwOTI2LmVjZdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Eight Years Of Telangana: The Hits, The Misses, And The Challenges Ahead",{'https://news.google.com/articles/CBMiaGh0dHBzOi8vc3dhcmFqeWFtYWcuY29tL2NvbW1lbnRhcnkvZWlnaHQteWVhcnMtb2YtdGVsYW5nYW5hLXRoZS1oaXRzLXRoZS1taXNzZXMtYW5kLXRoZS1jaGFsbGVuZ2VzLWFoZWFk0gF0aHR0cHM6Ly9zd2FyYWp5YW1hZy5jb20vYW1wL3N0b3J5L2NvbW1lbnRhcnklMkZlaWdodC15ZWFycy1vZi10ZWxhbmdhbmEtdGhlLWhpdHMtdGhlLW1pc3Nlcy1hbmQtdGhlLWNoYWxsZW5nZXMtYWhlYWQ?hl=en-IN&gl=IN&ceid=IN%3Aen'}
TS EAMCET agriculture stream postponed due to heavy rains,{'https://news.google.com/articles/CBMiigFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvZWR1Y2F0aW9uL3RlbGFuZ2FuYS10cy1lYW1jZXQtMjAyMi1wb3N0cG9uZWQtZm9yLWFncmljdWx0dXJlLXN0cmVhbS1kdWUtdG8taGVhdnktcmFpbnMtbWFuYWJhZGktODAyNzAxMS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana: TDF USA launches Custom Hiring Centre at Mustabad,{'https://news.google.com/articles/CBMiVmh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL3RlbGFuZ2FuYS10ZGYtdXNhLWxhdW5jaGVzLWN1c3RvbS1oaXJpbmctY2VudHJlLWF0LW11c3RhYmFk0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana CM KCR orders release of paddy procurement dues to farmers after BJP letter,{'https://news.google.com/articles/CBMieWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9jaXRpZXMvaHlkZXJhYmFkL3RlbGFuZ2FuYS1jbS1rY3ItcmVsZWFzZS1vZi1wYWRkeS1wcm9jdXJlbWVudC1kdWVzLWJqcC1sZXR0ZXItNzk4NTMzMi_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Asifabad: Tiger continues to roam in rural parts of Kaghaznagar,{'https://news.google.com/articles/CBMiWWh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2FzaWZhYmFkLXRpZ2VyLWNvbnRpbnVlcy10by1yb2FtLWluLXJ1cmFsLXBhcnRzLW9mLWthZ2hhem5hZ2Fy0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Rain continues to affect normal life, damages crops in Telangana",{'https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3RlbGFuZ2FuYS9yYWluLWNvbnRpbnVlcy10by1hZmZlY3Qtbm9ybWFsLWxpZmUtZGFtYWdlcy1jcm9wcy9hcnRpY2xlNjU2MzIyMjAuZWNl0gF8aHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvdGVsYW5nYW5hL3JhaW4tY29udGludWVzLXRvLWFmZmVjdC1ub3JtYWwtbGlmZS1kYW1hZ2VzLWNyb3BzL2FydGljbGU2NTYzMjIyMC5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Steep decline in farmers’ suicide in Telangana: Tomar,{'https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmRlY2NhbmNocm9uaWNsZS5jb20vbmF0aW9uL2N1cnJlbnQtYWZmYWlycy8wNTA0MjIvc3RlZXAtZGVjbGluZS1pbi1mYXJtZXJzLXN1aWNpZGUtaW4tdHMtdG9tYXIuaHRtbNIBc2h0dHBzOi8vd3d3LmRlY2NhbmNocm9uaWNsZS5jb20vYW1wL25hdGlvbi9jdXJyZW50LWFmZmFpcnMvMDUwNDIyL3N0ZWVwLWRlY2xpbmUtaW4tZmFybWVycy1zdWljaWRlLWluLXRzLXRvbWFyLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Telangana International Seed Testing Lab gets Centre's pat,{'https://news.google.com/articles/CBMiVGh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL3RlbGFuZ2FuYS1pbnRlcm5hdGlvbmFsLXNlZWQtdGVzdGluZy1sYWItZ2V0cy1jZW50cmVzLXBhdNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Malnutrition: Telangana's efforts find place in UN report,{'https://news.google.com/articles/CBMiUmh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL21hbG51dHJpdGlvbi10ZWxhbmdhbmFzLWVmZm9ydHMtZmluZC1wbGFjZS1pbi11bi1yZXBvcnTSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
Paddy cultivation in Telangana goes up by 7 per cent as national average dips by 5.9 per cent,{'https://news.google.com/articles/CBMieGh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL3BhZGR5LWN1bHRpdmF0aW9uLWluLXRlbGFuZ2FuYS1nb2VzLXVwLWJ5LTctcGVyLWNlbnQtYXMtbmF0aW9uYWwtYXZlcmFnZS1kaXBzLWJ5LTUtOS1wZXItY2VudNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Telangana minister Singireddy Niranjan Reddy targets Congress, BJP over 'policies against farmers'",{'https://news.google.com/articles/CBMiqgFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvbWF5LzMxL3RlbGFuZ2FuYS1taW5pc3Rlci1zaW5naXJlZGR5LW5pcmFuamFuLXJlZGR5LXRhcmdldHMtY29uZ3Jlc3MtYmpwLW92ZXItcG9saWNpZXMtYWdhaW5zdC1mYXJtZXJzLTI0NjAwMTIuaHRtbNIBqQFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zdGF0ZXMvdGVsYW5nYW5hLzIwMjIvbWF5LzMxL3RlbGFuZ2FuYS1taW5pc3Rlci1zaW5naXJlZGR5LW5pcmFuamFuLXJlZGR5LXRhcmdldHMtY29uZ3Jlc3MtYmpwLW92ZXItcG9saWNpZXMtYWdhaW5zdC1mYXJtZXJzLTI0NjAwMTIuYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen'}
"Telangana govt launches 'Saagu-Baagu' to promote innovation in agriculture, horticulture",{'https://news.google.com/articles/CBMicGh0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL3RlbGFuZ2FuYS1nb3Z0LWxhdW5jaGVzLXNhYWd1LWJhYWd1LXRvLXByb21vdGUtaW5ub3ZhdGlvbi1pbi1hZ3JpY3VsdHVyZS1ob3J0aWN1bHR1cmXSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen'}
